"","CIP_Classificaiton","Year","ID_School","White.Men","Foreign.Men","Foreign.Women","Asian.Islander.Men","Asian.Islander.Women","White.Women","Hispanic.Men","Hispanic.Women","Black.Men","Black.Women","Other.Men","Other.Women"
"19175","Psychology","2008-2009","USC",19,1,9,10,17,67,5,33,3,7,0,4
"19176","Public administration and social service professions.","2008-2009","USC",44,0,1,4,4,13,6,8,4,5,2,0
"19177","Social Sciences and History","2008-2009","USC",153,26,28,46,57,138,37,45,17,29,11,8
"19178","Visual and performing arts.","2008-2009","USC",171,8,6,24,53,192,37,40,19,16,12,11
"19179","Health Professions and Related Programs","2008-2009","USC",11,2,3,7,34,46,4,22,2,10,1,6
"19180","Business- Management- Marketing- and Related Support Services","2008-2009","USC",300,110,95,162,139,165,64,41,17,17,20,10
"19181","History","2008-2009","USC",17,1,0,4,0,18,3,4,1,0,1,2
"19182","Architecture and Related Services","2008-2009","UT",20,1,0,3,9,14,4,0,0,1,0,1
"19183","Area- Ethnic- Cultural- Gender- and Group Studies","2008-2009","UT",29,2,1,4,12,46,14,21,1,4,0,1
"19184","Communication- Journalism- and Related Programs","2008-2009","UT",271,5,25,39,78,535,60,117,16,34,4,2
"19185","Computer and Information Sciences and Support Services","2008-2009","UT",71,12,2,24,5,7,10,2,3,0,2,0
"19186","Engineering","2008-2009","UT",413,57,20,157,55,97,106,29,7,5,6,2
"19187","Foreign Languages- Literatures- and Linguistics","2008-2009","UT",54,0,8,12,20,125,25,40,3,5,1,3
"19188","Family and Consumer Sciences/Human Sciences","2008-2009","UT",12,1,1,12,75,164,7,58,3,20,0,1
"19189","English language and literature/letters.","2008-2009","UT",87,1,3,8,29,157,21,41,1,10,0,0
"19190","Liberal arts and sciences- general studies and humanities.","2008-2009","UT",45,0,1,9,20,70,3,6,0,2,0,0
"19191","Biological and Biomedical Sciences","2008-2009","UT",158,5,10,110,126,169,54,45,9,11,3,2
"19192","Mathematics and Statistics","2008-2009","UT",57,9,6,24,14,22,19,7,2,5,0,1
"19193","Multi/Interdisciplinary Studies","2008-2009","UT",27,0,4,0,27,165,8,42,16,11,1,1
"19194","Parks- Recreation- Leisure and Fitness Studies","2008-2009","UT",47,2,2,4,11,47,21,18,4,8,1,0
"19195","Philosophy and Religious Studies","2008-2009","UT",50,2,1,9,2,17,9,3,1,3,0,0
"19196","Physical Sciences","2008-2009","UT",59,6,1,16,14,30,10,12,1,3,0,1
"19197","Psychology","2008-2009","UT",48,4,6,9,47,146,11,53,5,17,0,0
"19198","Public administration and social service professions.","2008-2009","UT",5,0,0,0,8,36,2,9,1,10,1,1
"19199","Social Sciences and History","2008-2009","UT",407,24,17,83,60,295,117,111,16,28,3,5
"19200","Visual and performing arts.","2008-2009","UT",57,0,6,3,12,166,20,37,4,1,0,3
"19201","Health Professions and Related Programs","2008-2009","UT",19,2,7,4,21,165,10,59,4,6,1,4
"19202","Business- Management- Marketing- and Related Support Services","2008-2009","UT",298,31,16,129,144,283,76,66,12,9,3,0
"19203","History","2008-2009","UT",119,1,1,11,7,90,17,17,2,4,0,0
"19204","Agriculture- Agriculture Operations and Related Sciences","2008-2009","UTA.ST",42,1,1,0,1,39,1,1,0,0,3,1
"19205","Natural Resources and Conservation","2008-2009","UTA.ST",7,1,0,0,0,4,0,0,0,0,0,0
"19206","Architecture and Related Services","2008-2009","UTA.ST",20,0,0,0,0,7,0,0,0,0,1,0
"19207","Area- Ethnic- Cultural- Gender- and Group Studies","2008-2009","UTA.ST",15,0,4,0,1,15,0,0,0,0,0,0
"19208","Communication- Journalism- and Related Programs","2008-2009","UTA.ST",40,1,3,0,1,44,2,3,0,0,2,4
"19209","Computer and Information Sciences and Support Services","2008-2009","UTA.ST",40,2,1,1,0,5,0,1,0,0,1,1
"19210","Education","2008-2009","UTA.ST",102,3,3,0,2,353,2,6,1,1,2,13
"19211","Engineering","2008-2009","UTA.ST",153,16,1,2,1,18,1,2,1,0,7,0
"19212","Engineering Technologies and Engineering-related Fields","2008-2009","UTA.ST",0,0,0,0,0,0,0,0,0,0,0,0
"19213","Foreign Languages- Literatures- and Linguistics","2008-2009","UTA.ST",25,0,1,0,0,7,0,1,0,0,1,0
"19214","Family and Consumer Sciences/Human Sciences","2008-2009","UTA.ST",18,0,0,0,2,106,1,2,0,0,1,3
"19215","Legal professions and studies.","2008-2009","UTA.ST",8,0,0,0,0,5,0,0,0,0,1,0
"19216","English language and literature/letters.","2008-2009","UTA.ST",34,0,1,0,0,66,1,1,0,0,1,4
"19217","Liberal arts and sciences- general studies and humanities.","2008-2009","UTA.ST",29,0,1,0,1,28,2,1,1,0,1,0
"19218","Biological and Biomedical Sciences","2008-2009","UTA.ST",53,0,3,0,1,19,2,0,0,0,5,1
"19219","Mathematics and Statistics","2008-2009","UTA.ST",12,1,0,0,0,6,0,0,1,0,0,0
"19220","Multi/Interdisciplinary Studies","2008-2009","UTA.ST",47,43,31,1,0,61,0,1,4,1,4,7
"19221","Parks- Recreation- Leisure and Fitness Studies","2008-2009","UTA.ST",10,1,0,0,0,9,0,0,0,0,0,0
"19222","Philosophy and Religious Studies","2008-2009","UTA.ST",12,0,0,0,0,1,0,0,0,0,0,0
"19223","Physical Sciences","2008-2009","UTA.ST",20,0,0,1,0,14,0,0,0,0,0,0
"19224","Psychology","2008-2009","UTA.ST",36,0,1,0,0,49,0,0,0,1,1,5
"19225","Public administration and social service professions.","2008-2009","UTA.ST",6,0,0,0,1,35,0,3,0,0,0,3
"19226","Social Sciences and History","2008-2009","UTA.ST",125,12,7,1,3,74,4,3,0,0,1,2
"19227","Mechanics and Repairers","2008-2009","UTA.ST",6,0,0,1,0,1,0,0,0,0,0,0
"19228","Precision Production Trades","2008-2009","UTA.ST",0,0,0,0,0,0,0,0,0,0,0,0
"19229","Transportation and materials moving.","2008-2009","UTA.ST",15,0,0,1,0,1,0,0,0,0,0,1
"19230","Visual and performing arts.","2008-2009","UTA.ST",36,4,5,1,3,75,1,3,0,0,1,8
"19231","Health Professions and Related Programs","2008-2009","UTA.ST",22,0,2,0,3,74,0,3,0,1,2,10
"19232","Business- Management- Marketing- and Related Support Services","2008-2009","UTA.ST",306,17,5,5,6,146,5,3,0,0,11,7
"19233","History","2008-2009","UTA.ST",31,0,0,0,0,34,0,1,1,0,3,1
"19234","Area- Ethnic- Cultural- Gender- and Group Studies","2008-2009","VANDY",3,1,0,0,0,12,0,0,0,0,0,2
"19235","Communication- Journalism- and Related Programs","2008-2009","VANDY",13,0,0,1,3,23,1,1,0,4,1,6
"19236","Computer and Information Sciences and Support Services","2008-2009","VANDY",8,0,0,1,0,1,0,0,0,0,0,0
"19237","Education","2008-2009","VANDY",8,0,1,0,2,40,0,3,0,3,1,5
"19238","Engineering","2008-2009","VANDY",111,13,12,11,5,48,9,3,14,10,25,9
"19239","Foreign Languages- Literatures- and Linguistics","2008-2009","VANDY",10,0,0,0,4,22,2,4,1,6,3,4
"19240","Family and Consumer Sciences/Human Sciences","2008-2009","VANDY",1,0,0,0,0,5,0,1,0,1,0,2
"19241","English language and literature/letters.","2008-2009","VANDY",20,0,0,0,3,30,0,9,0,5,4,6
"19242","Biological and Biomedical Sciences","2008-2009","VANDY",14,0,1,9,4,20,0,2,0,0,1,2
"19243","Mathematics and Statistics","2008-2009","VANDY",7,0,0,0,0,7,0,0,0,0,3,0
"19244","Multi/Interdisciplinary Studies","2008-2009","VANDY",22,1,0,7,11,30,2,1,2,17,5,7
"19245","Philosophy and Religious Studies","2008-2009","VANDY",13,0,0,0,3,6,1,0,1,1,3,0
"19246","Physical Sciences","2008-2009","VANDY",16,1,0,2,3,11,3,1,3,2,1,2
"19247","Psychology","2008-2009","VANDY",12,0,1,0,5,47,1,8,0,5,4,5
"19248","Public administration and social service professions.","2008-2009","VANDY",0,0,0,1,0,5,0,1,0,0,1,1
"19249","Social Sciences and History","2008-2009","VANDY",197,2,0,15,13,158,20,16,23,18,40,29
"19250","Visual and performing arts.","2008-2009","VANDY",14,0,0,0,1,43,3,2,0,1,1,8
"19251","History","2008-2009","VANDY",35,0,0,1,0,8,4,1,0,0,8,5
"19252","Agriculture- Agriculture Operations and Related Sciences","2009-2010","AUB",106,0,1,1,0,51,0,1,1,0,0,0
"19253","Natural Resources and Conservation","2009-2010","AUB",44,0,0,0,0,10,0,0,0,0,0,0
"19254","Architecture and Related Services","2009-2010","AUB",32,0,0,2,1,36,0,0,3,1,0,0
"19255","Communication- Journalism- and Related Programs","2009-2010","AUB",50,0,0,1,2,182,0,2,4,8,0,2
"19256","Computer and Information Sciences and Support Services","2009-2010","AUB",12,0,0,0,0,3,0,0,3,0,1,1
"19257","Education","2009-2010","AUB",75,0,0,0,1,274,2,5,3,16,3,3
"19258","Engineering","2009-2010","AUB",437,4,0,7,3,51,6,3,27,5,5,1
"19259","Foreign Languages- Literatures- and Linguistics","2009-2010","AUB",16,0,1,0,0,26,2,5,1,4,0,2
"19260","Family and Consumer Sciences/Human Sciences","2009-2010","AUB",0,1,0,0,1,147,0,2,1,6,0,0
"19261","English language and literature/letters.","2009-2010","AUB",19,0,0,0,2,48,0,0,0,2,2,2
"19262","Biological and Biomedical Sciences","2009-2010","AUB",107,0,1,6,6,130,2,1,0,18,3,0
"19263","Mathematics and Statistics","2009-2010","AUB",9,0,0,0,1,14,0,0,0,4,0,0
"19264","Multi/Interdisciplinary Studies","2009-2010","AUB",1,0,0,0,0,34,1,0,0,1,0,0
"19265","Philosophy and Religious Studies","2009-2010","AUB",3,0,0,0,0,6,1,0,0,0,0,0
"19266","Physical Sciences","2009-2010","AUB",22,0,0,0,1,6,0,0,0,0,0,0
"19267","Psychology","2009-2010","AUB",32,0,0,0,1,80,1,3,4,8,0,2
"19268","Public administration and social service professions.","2009-2010","AUB",35,0,0,0,0,27,2,1,12,10,1,2
"19269","Social Sciences and History","2009-2010","AUB",100,0,0,2,2,72,4,4,9,19,2,1
"19270","Visual and performing arts.","2009-2010","AUB",52,2,0,1,1,108,0,3,4,8,0,2
"19271","Health Professions and Related Programs","2009-2010","AUB",20,0,1,1,0,144,1,1,5,10,0,3
"19272","Business- Management- Marketing- and Related Support Services","2009-2010","AUB",558,5,6,10,4,355,7,8,12,33,13,6
"19273","History","2009-2010","AUB",41,0,0,0,0,16,2,0,0,0,2,0
"19274","Natural Resources and Conservation","2009-2010","BAMA",4,0,0,0,0,5,0,0,0,1,0,0
"19275","Area- Ethnic- Cultural- Gender- and Group Studies","2009-2010","BAMA",3,0,0,0,0,5,0,0,0,1,0,0
"19276","Communication- Journalism- and Related Programs","2009-2010","BAMA",164,1,1,0,3,274,3,9,15,30,1,0
"19277","Computer and Information Sciences and Support Services","2009-2010","BAMA",20,0,0,0,0,2,0,0,2,1,0,0
"19278","Education","2009-2010","BAMA",61,0,1,0,0,246,0,4,14,19,0,2
"19279","Engineering","2009-2010","BAMA",209,6,0,4,2,38,3,3,15,8,0,0
"19280","Foreign Languages- Literatures- and Linguistics","2009-2010","BAMA",6,0,0,0,0,12,2,2,0,3,0,0
"19281","Family and Consumer Sciences/Human Sciences","2009-2010","BAMA",52,0,0,0,1,187,1,4,20,36,0,0
"19282","English language and literature/letters.","2009-2010","BAMA",24,0,0,0,0,53,0,0,2,7,0,3
"19283","Biological and Biomedical Sciences","2009-2010","BAMA",68,0,1,0,2,56,3,8,4,11,0,0
"19284","Mathematics and Statistics","2009-2010","BAMA",10,0,0,0,0,5,0,2,0,2,0,0
"19285","Multi/Interdisciplinary Studies","2009-2010","BAMA",34,0,0,0,2,32,0,5,4,2,0,0
"19286","Philosophy and Religious Studies","2009-2010","BAMA",17,0,1,0,0,5,1,0,1,0,0,0
"19287","Physical Sciences","2009-2010","BAMA",29,0,0,0,0,19,0,1,1,1,1,0
"19288","Psychology","2009-2010","BAMA",37,0,0,0,2,78,2,3,6,24,0,0
"19289","Homeland Security- Law Enforcement- Firefighting- and Related Protective Service","2009-2010","BAMA",41,0,0,1,0,22,1,1,6,17,0,0
"19290","Public administration and social service professions.","2009-2010","BAMA",2,0,0,0,1,24,0,0,0,13,0,0
"19291","Social Sciences and History","2009-2010","BAMA",80,0,2,1,1,53,5,5,6,12,3,0
"19292","Visual and performing arts.","2009-2010","BAMA",36,0,0,0,0,119,0,0,3,9,0,0
"19293","Health Professions and Related Programs","2009-2010","BAMA",62,2,1,2,1,293,0,6,8,34,1,1
"19294","Business- Management- Marketing- and Related Support Services","2009-2010","BAMA",694,7,8,11,5,408,16,7,41,43,4,5
"19295","History","2009-2010","BAMA",54,0,0,1,0,22,2,0,2,1,3,0
"19296","Natural Resources and Conservation","2009-2010","BOS.ST",3,0,0,0,0,3,0,0,0,0,0,2
"19297","Area- Ethnic- Cultural- Gender- and Group Studies","2009-2010","BOS.ST",0,0,0,0,0,1,0,0,0,0,0,1
"19298","Communication- Journalism- and Related Programs","2009-2010","BOS.ST",56,1,0,1,6,65,6,5,4,0,6,5
"19299","Computer and Information Sciences and Support Services","2009-2010","BOS.ST",28,0,1,0,0,6,0,0,2,0,4,1
"19300","Education","2009-2010","BOS.ST",51,0,0,0,4,148,1,8,0,0,2,9
"19301","Engineering","2009-2010","BOS.ST",63,2,2,3,2,12,5,1,1,0,3,0
"19302","Foreign Languages- Literatures- and Linguistics","2009-2010","BOS.ST",11,0,0,0,0,10,1,7,0,1,1,0
"19303","English language and literature/letters.","2009-2010","BOS.ST",21,1,0,0,0,38,0,4,0,0,2,2
"19304","Liberal arts and sciences- general studies and humanities.","2009-2010","BOS.ST",10,0,0,0,0,11,0,2,0,0,0,1
"19305","Biological and Biomedical Sciences","2009-2010","BOS.ST",30,1,1,0,1,21,0,3,0,0,0,2
"19306","Mathematics and Statistics","2009-2010","BOS.ST",6,0,0,0,0,3,0,0,0,0,0,0
"19307","Multi/Interdisciplinary Studies","2009-2010","BOS.ST",35,1,0,2,1,17,0,2,0,0,7,1
"19308","Parks- Recreation- Leisure and Fitness Studies","2009-2010","BOS.ST",5,0,1,0,1,22,2,1,0,0,0,0
"19309","Philosophy and Religious Studies","2009-2010","BOS.ST",15,0,0,0,0,1,0,0,1,0,2,0
"19310","Physical Sciences","2009-2010","BOS.ST",14,0,0,1,0,7,0,0,0,0,1,0
"19311","Psychology","2009-2010","BOS.ST",27,0,0,2,4,56,0,3,0,1,2,5
"19312","Homeland Security- Law Enforcement- Firefighting- and Related Protective Service","2009-2010","BOS.ST",25,1,1,0,2,41,0,8,0,0,1,2
"19313","Public administration and social service professions.","2009-2010","BOS.ST",9,0,0,0,0,29,1,0,0,0,0,5
"19314","Social Sciences and History","2009-2010","BOS.ST",60,1,0,2,1,66,5,3,1,1,4,3
"19315","Visual and performing arts.","2009-2010","BOS.ST",20,0,2,2,3,53,2,1,0,0,1,4
"19316","Health Professions and Related Programs","2009-2010","BOS.ST",64,10,3,1,6,169,4,4,2,5,6,9
"19317","Business- Management- Marketing- and Related Support Services","2009-2010","BOS.ST",232,7,9,11,7,144,16,11,3,2,18,5
"19318","History","2009-2010","BOS.ST",16,0,0,0,1,13,1,1,0,0,2,0
"19319","Agriculture- Agriculture Operations and Related Sciences","2009-2010","CLEM",69,0,0,0,0,116,0,2,0,6,6,8
"19320","Natural Resources and Conservation","2009-2010","CLEM",40,0,0,0,0,9,0,1,1,0,4,2
"19321","Architecture and Related Services","2009-2010","CLEM",44,0,0,1,1,18,0,1,4,2,4,3
"19322","Computer and Information Sciences and Support Services","2009-2010","CLEM",40,5,5,1,0,2,0,0,0,0,4,0
"19323","Education","2009-2010","CLEM",42,0,1,1,1,155,0,0,6,3,3,11
"19324","Engineering","2009-2010","CLEM",371,10,4,11,3,78,2,0,35,12,27,3
"19325","Engineering Technologies and Engineering-related Fields","2009-2010","CLEM",19,0,0,0,0,9,1,0,2,0,2,0
"19326","Foreign Languages- Literatures- and Linguistics","2009-2010","CLEM",11,0,1,0,2,39,1,3,0,2,2,4
"19327","English language and literature/letters.","2009-2010","CLEM",26,1,0,0,0,96,0,2,3,2,4,9
"19328","Biological and Biomedical Sciences","2009-2010","CLEM",71,0,0,5,5,88,3,1,3,12,6,7
"19329","Mathematics and Statistics","2009-2010","CLEM",11,0,0,2,0,9,0,0,0,1,0,2
"19330","Parks- Recreation- Leisure and Fitness Studies","2009-2010","CLEM",48,0,0,0,0,45,0,0,7,2,7,7
"19331","Philosophy and Religious Studies","2009-2010","CLEM",10,0,0,0,0,6,0,0,0,3,1,0
"19332","Physical Sciences","2009-2010","CLEM",31,1,0,2,0,15,1,0,1,1,6,2
"19333","Psychology","2009-2010","CLEM",29,0,0,1,0,93,3,2,2,19,3,9
"19334","Social Sciences and History","2009-2010","CLEM",124,6,4,1,2,78,1,5,17,13,16,6
"19335","Visual and performing arts.","2009-2010","CLEM",36,0,0,0,1,53,1,0,1,5,10,3
"19336","Health Professions and Related Programs","2009-2010","CLEM",32,0,1,1,1,186,1,3,4,23,3,25
"19337","Business- Management- Marketing- and Related Support Services","2009-2010","CLEM",364,3,0,4,3,241,11,2,22,16,25,15
"19338","History","2009-2010","CLEM",35,0,1,1,0,29,1,1,2,0,6,3
"19339","Natural Resources and Conservation","2009-2010","DUKE",3,0,0,1,3,7,1,1,0,1,1,0
"19340","Area- Ethnic- Cultural- Gender- and Group Studies","2009-2010","DUKE",2,1,4,1,6,19,3,6,3,6,1,1
"19341","Computer and Information Sciences and Support Services","2009-2010","DUKE",8,0,0,0,0,1,1,0,2,0,0,0
"19342","Engineering","2009-2010","DUKE",87,10,4,73,18,29,7,3,2,2,4,3
"19343","Foreign Languages- Literatures- and Linguistics","2009-2010","DUKE",9,0,0,1,6,15,0,1,0,3,3,1
"19344","English language and literature/letters.","2009-2010","DUKE",15,1,1,1,10,27,2,2,1,10,2,1
"19345","Biological and Biomedical Sciences","2009-2010","DUKE",36,2,2,26,35,40,1,6,1,5,2,0
"19346","Mathematics and Statistics","2009-2010","DUKE",9,3,1,7,6,5,1,0,0,1,0,0
"19347","Multi/Interdisciplinary Studies","2009-2010","DUKE",3,0,1,0,2,7,1,0,0,0,1,0
"19348","Philosophy and Religious Studies","2009-2010","DUKE",9,0,2,2,0,6,0,3,1,2,1,1
"19349","Physical Sciences","2009-2010","DUKE",16,4,3,8,6,16,5,1,3,3,0,0
"19350","Psychology","2009-2010","DUKE",27,2,8,5,19,57,2,5,9,22,4,1
"19351","Public administration and social service professions.","2009-2010","DUKE",22,0,4,5,14,53,3,3,5,9,3,0
"19352","Social Sciences and History","2009-2010","DUKE",122,9,12,51,35,87,11,21,20,20,12,10
"19353","Visual and performing arts.","2009-2010","DUKE",13,1,2,0,1,15,0,2,2,4,0,1
"19354","Health Professions and Related Programs","2009-2010","DUKE",9,0,1,1,2,43,1,3,0,5,1,2
"19355","History","2009-2010","DUKE",42,1,1,3,2,27,3,1,1,5,3,0
"19356","Agriculture- Agriculture Operations and Related Sciences","2009-2010","FLA",201,3,3,20,29,204,37,38,16,28,8,16
"19357","Natural Resources and Conservation","2009-2010","FLA",45,0,0,0,2,45,4,8,1,1,2,0
"19358","Architecture and Related Services","2009-2010","FLA",39,1,0,3,7,32,16,15,5,1,2,3
"19359","Area- Ethnic- Cultural- Gender- and Group Studies","2009-2010","FLA",2,0,0,0,0,6,0,3,0,4,0,1
"19360","Communication- Journalism- and Related Programs","2009-2010","FLA",119,1,5,12,20,400,24,101,12,51,5,19
"19361","Computer and Information Sciences and Support Services","2009-2010","FLA",7,0,0,0,0,0,3,0,1,0,0,0
"19362","Education","2009-2010","FLA",19,0,0,0,11,181,2,22,2,12,1,6
"19363","Engineering","2009-2010","FLA",514,24,4,57,25,121,122,47,43,13,29,8
"19364","Engineering Technologies and Engineering-related Fields","2009-2010","FLA",120,0,0,0,0,20,9,1,3,0,3,0
"19365","Foreign Languages- Literatures- and Linguistics","2009-2010","FLA",46,0,1,6,12,79,9,20,6,9,1,7
"19366","Family and Consumer Sciences/Human Sciences","2009-2010","FLA",18,0,0,2,3,103,2,28,7,49,1,2
"19367","English language and literature/letters.","2009-2010","FLA",75,0,0,4,7,134,12,28,5,21,7,7
"19368","Biological and Biomedical Sciences","2009-2010","FLA",173,1,1,35,42,184,45,41,16,20,14,15
"19369","Mathematics and Statistics","2009-2010","FLA",40,0,1,8,2,16,3,5,3,1,1,2
"19370","Multi/Interdisciplinary Studies","2009-2010","FLA",51,0,1,13,11,53,11,15,4,1,3,4
"19371","Parks- Recreation- Leisure and Fitness Studies","2009-2010","FLA",76,0,0,5,5,113,9,21,21,15,4,2
"19372","Philosophy and Religious Studies","2009-2010","FLA",25,0,0,2,1,10,5,5,5,4,2,2
"19373","Physical Sciences","2009-2010","FLA",68,0,1,18,14,38,20,5,4,3,7,4
"19374","Psychology","2009-2010","FLA",85,0,3,10,31,212,17,65,12,37,3,10
"19375","Homeland Security- Law Enforcement- Firefighting- and Related Protective Service","2009-2010","FLA",8,0,0,0,0,1,0,0,0,0,1,0
"19376","Social Sciences and History","2009-2010","FLA",339,3,2,40,36,359,108,123,59,90,17,25
"19377","Visual and performing arts.","2009-2010","FLA",58,2,2,5,9,126,18,39,5,13,3,12
"19378","Health Professions and Related Programs","2009-2010","FLA",54,0,1,11,30,372,9,70,7,89,1,8
"19379","Business- Management- Marketing- and Related Support Services","2009-2010","FLA",512,16,10,57,48,388,91,76,29,37,28,17
"19380","History","2009-2010","FLA",133,0,0,7,3,51,19,13,5,1,4,5
"19381","Area- Ethnic- Cultural- Gender- and Group Studies","2009-2010","FSU",12,0,0,2,0,10,2,3,2,1,0,1
"19382","Communication- Journalism- and Related Programs","2009-2010","FSU",60,0,1,2,3,177,5,22,2,22,1,1
"19383","Computer and Information Sciences and Support Services","2009-2010","FSU",95,1,0,4,0,18,11,0,18,5,1,0
"19384","Education","2009-2010","FSU",92,0,1,2,6,269,11,29,12,23,2,3
"19385","Engineering","2009-2010","FSU",145,5,7,14,2,40,13,10,11,6,0,0
"19386","Foreign Languages- Literatures- and Linguistics","2009-2010","FSU",15,0,0,1,3,29,4,5,1,5,1,3
"19387","Family and Consumer Sciences/Human Sciences","2009-2010","FSU",8,0,4,1,8,316,3,48,8,59,0,8
"19388","English language and literature/letters.","2009-2010","FSU",106,1,1,5,4,165,16,22,17,22,1,4
"19389","Liberal arts and sciences- general studies and humanities.","2009-2010","FSU",11,0,0,0,0,33,1,5,1,5,0,1
"19390","Biological and Biomedical Sciences","2009-2010","FSU",98,1,2,18,15,125,25,24,8,7,3,2
