"","Fund_Type","Fund_Manager","Fund_Name","Fund_Contact","Fund_Contact_Telephone","Fund_Projected_Equity","Fund_Equity_Raised","Fund_Equity_Invested","Fund_Target_IRR","Fund_Minimum_IRR","Fund_Asset_Classes","Fund_Target_Locations","Fund_Data_Date","Fund_Currency"
"1095","Value Add","KTR Capital","Ktr Industrial Fund 2","Robert Savage","212-710-5060","$700,000,000 ","$700,000,000 ","$210,000,000 ","13-15","13","Industrial","United States","1/11/12",NA
"1096","Value Add","KTR Capital","Ktr Industrial Fund 3","Robert Savage","212-710-5060","$700,000,000 ","$0 ","$0 ","13-15","13","Industrial","United States, Canada","1/11/12",NA
"1097","Value Add","LaSalle Investment","Lasalle Income & Growth Fund 5","Jim Hutchinson","312-228-2396","$729,000,000 ","$729,000,000 ","$529,000,000 ","15","15","Office, Retail, Industrial","United States, Europe, Japan","1/11/12",NA
"1098","Value Add","LaSalle Investment","Lasalle Income & Growth Fund 6","Jim Hutchinson","312-228-2396","$600,000,000 ","$0 ","$0 ","15","15","Distressed","United States","1/11/12",NA
"1099","Value Add","LaSalle Investment","Lasalle Income & Growth Fund 6","Jim Hutchinson","312-228-2396","$700,000,000 ","","","15","15","Office, Industrial","United States, Asia","1/11/12",NA
"1100","Value Add","LaSalle Investment","Lasalle Mexico Fund 1","Eduardo Guernez","52-55-5980-8071","$300,000,000 ","$300,000,000 ","$150,000,000 ","15+","15+","Office","United States","1/11/11",NA
"1101","Value Add","LaSalle Investment","Lasalle Mexico Fund 1","Eduardo Guernez","52-555-980-8071","$300,000,000 ","$300,000,000 ","$150,000,000 ","15+","15+","Office","Mexico","1/11/12",NA
"1102","Value Add","Laurus Corp.","Ethika Diversified Opportunity Real Estate Fund","Andres Szita","310-954-2009","$200,000,000 ","$0 ","$0 ","14-17","14","Office","United States","1/11/12",NA
"1103","Value Add","LBA Realty","Lba Realty Fund 4","David Thomas","858-824-2101","$750,000,000 ","$750,000,000 ","$300,000,000 ","15-16","15","Office","United States","1/11/11",NA
"1104","Value Add","LBA Realty","Lba Realty Fund 4","David Thomas","858-824-2101","$750,000,000 ","$750,000,000 ","$475,000,000 ","15-16","15","Office, Industrial","Western United States, Seattle","1/11/12",NA
"1105","Value Add","LCN Capital","Lcn European Fund","Edward Lapuma","212-201-4073","$266,220,000 ","$0 ","$0 ","15","15","Office","Europe","1/11/12",NA
"1106","Value Add","LCN Capital","Lcn Income Fund","Edward Lapuma","212-201-4073","$250,000,000 ","","","18+","18+","Office","Europe","1/11/11",NA
"1107","Value Add","LCN Capital","Lcn North American Fund","Edward Lapuma","212-201-4073","$200,000,000 ","$0 ","$0 ","15","15","Office","United States","1/11/12",NA
"1108","Value Add","Long Wharf Real Estate","Long Wharf Real Estate Partners 4","Michael Elizondo","617-250-7260","$400,000,000 ","$0 ","$0 ","13-16","13","Office","United States","1/11/12",NA
"1109","Value Add","Magellan Group","Magellan Industrial Fund","Martin Slusser","310-277-8337","$50,000,000 ","$25,000,000 ","$5,000,000 ","15+","15+","Industrial","United States","1/11/11",NA
"1110","Value Add","Magellan Group","Magellan Industrial Fund","Martin Slusser","310-277-8337","$50,000,000 ","$35,000,000 ","$15,000,000 ","15+","15+","Industrial","Southern California","1/11/12",NA
"1111","Value Add","Marcus Partners","Marcus Capital Partners Fund 1","Kyle O'connor","617-556-5200","$250,000,000 ","$250,000,000 ","$50,000,000 ","15","15","Office, Medical Office","United States","1/11/12",NA
"1112","Value Add","Marcus Partners","Marcus Capital Partners Fund 1","Kyle O'connor","617-556-5200","$250,000,000 ","$250,000,000 ","$82,500,000 ","","","Office, Medical Office, Industrial","Boston, New York City, Philadelphia","1/11/12",NA
"1113","Value Add","Menlo Equities","Menlo Realty Partners 4","Henry Bullock","650-326-9300","$110,000,000 ","$110,000,000 ","$55,000,000 ","14","14","Office","California","1/11/12",NA
"1114","Value Add","Menlo Equities","Menlo Realty Partners 4","Henry Bullock","650-326-9300","$150,000,000 ","$50,000,000 ","","14","14","Office","United States, Canada","1/11/12",NA
"1115","Value Add","Meridian Group","Meridian Realty Partners Fund 1","David Cheek","301-718-0800","$300,000,000 ","","","15","15","Office","United States","1/11/12",NA
"1116","Value Add","Meridian Group","Meridian Realty Partners Fund 1","David Cheek","301-718-0800","$300,000,000 ","$0 ","$0 ","","","Office","Washington D.C.","1/11/12",NA
"1117","Value Add","Merlone Geier Partners","Mgp Fund 10","Bradley Geier","858-259-9909","$600,000,000 ","$600,000,000 ","$0 ","13-16","13","Retail, Mixed Use","Western United States, Seattle","1/11/12",NA
"1118","Value Add","Milestone Group","Milestone Real Estate Investors Fund 3","Jeffrey Goldberg","212-871-5905","$300,000,000 ","","","12-14","12","Multifamily","Southwestern United States","1/11/12",NA
"1119","Value Add","Milestone Group","Milestone Real Estate Investors Fund 3","Jeffrey Goldberg","212-871-5905","$300,000,000 ","$0 ","$0 ","12-14","12","Multifamily","United States","1/11/12",NA
"1120","Value Add","New Boston Fund","New Boston Real Estate Investment Fund 8","Jim Kelleher","617-878-7734","$350,000,000 ","$0 ","$0 ","","","Office","United States","1/11/12",NA
"1121","Value Add","New Boston Fund","New Boston Real Estate Investment Fund 7","Jim Kelleher","617-878-7734","$212,000,000 ","$212,000,000 ","$140,000,000 ","15","15","Office, Self Storage, Land","Western United States, Seattle, San Diego","1/11/12",NA
"1122","Value Add","Noble Investment","Noble Hospitality Fund","Rodney Williams","404-262-9660","$310,000,000 ","$310,000,000 ","$150,000,000 ","15+","15+","Lodging","Mexico","1/11/11",NA
"1123","Value Add","Normandy Real Estate","Normandy Real Estate Fund 3","David Welsh, Jeff Gronning","973-898-1160","$500,000,000 ","$0 ","$0 ","14-15","14","Office","Northeastern United States, Boston","1/11/12",NA
"1124","Value Add","Normandy Real Estate","Normandy Real Estate Fund 2","David Welsh, Jeff Gronning","973-898-1160","$300,000,000 ","$300,000,000 ","$200,000,000 ","14","14","Office","United States","1/11/12",NA
"1125","Value Add","O'Connor Capital","O'connor Retail Partners","Bill O'connor","212-308-7700","$500,000,000 ","$150,000,000 ","$35,000,000 ","","","Retail","United States, Mexico","1/11/12",NA
"1126","Value Add","O'Connor Capital","O'connor Retail Partners","Bill O'connor","212-308-7700","$500,000,000 ","$150,000,000 ","$35,000,000 ","15","15","Retail","United States","1/11/12",NA
"1127","Value Add","Paradigm Capital","Apca Property Fund 2","Steve Allison","617-933-8260","$100,000,000 ","$0 ","$0 ","","","Industrial","Northeastern United States","1/11/12",NA
"1128","Value Add","Paradigm Capital","Apca Property Fund 2","Steve Allison","617-933-8260","$100,000,000 ","$10,000,000 ","","15","15","Industrial, Office","Western United States, Los Angeles, San Francisco, Seattle, San Diego, Midwestern Western United States, Southwestern United States","1/11/12",NA
"1129","Value Add","Pearlmark Real Estate","Pearlmark Multifamily Partners 2","Edward Ryder","312-499-1917","$400,000,000 ","$0 ","$0 ","14","14","Multifamily","United States","1/11/12",NA
"1130","Value Add","Penwood Real Estate Investment","Penwood Select Industrial Partners 3","Rick Chase","860-218-6535","$125,000,000 ","$0 ","$0 ","15","15","Industrial","Southern California","1/11/12",NA
"1131","Value Add","Penwood Real Estate Investment","Penwood Select Industrial Partners 3","Rick Chase","860-218-6535","$200,000,000 ","","","15","15","Industrial","United States","1/11/12",NA
"1132","Value Add","Penwood Real Estate Investment","Penwood Select Industrial Partners 2","Rick Chase","860-218-6535","$202,000,000 ","$202,000,000 ","$110,000,000 ","15","15","Industrial","United States","1/11/12",NA
"1133","Value Add","Phillips Edison & Co.","Phillips Edison Shopping Center Fund 4","John Bessey","513-619-5037","$120,000,000 ","$120,000,000 ","$62,400,000 ","13-15","13","Retail","United States","1/11/12",NA
"1134","Value Add","Redwood Group","Redwood Japan Logistics Fund","Stuart Gibson, Charles De Portes","65-6-232-2110","$400,000,000 ","","","15-16","15","Industrial","Western United States, Los Angeles","1/11/11",NA
"1135","Value Add","Redwood Group","Redwood Japan Logistics Fund","Stuart Gibson, Charles De Portes","65-6-232-2110","$400,000,000 ","$0 ","$0 ","15-16","15","Industrial","Japan","1/11/12",NA
"1136","Value Add","Redwood Real Estate","Redwood-kairos Real Estate Value Fund 3","Jon Needell","949-709-8888","$100,000,000 ","$22,000,000 ","$0 ","15","15","Retail, Medical Office, Student Housing","United States","1/11/12",NA
"1137","Value Add","Rockpoint Group","Rockpoint Real Estate Fund 4","Keith Gelb","617-530-3971","$2,500,000,000 ","","","15+","15+","Office","United States","1/11/11",NA
"1138","Value Add","Rockpoint Group","Rockpoint Real Estate Fund 4","Keith Gelb","617-530-3971","$2,500,000,000 ","$330,000,000 ","$0 ","15+","15+","Office, Multifamily","United States, Asia","1/11/12",NA
"1139","Value Add","Rockpoint Group","Rockpoint Real Estate Fund 3","Keith Gelb","617-530-3971","$2,518,000,000 ","$2,518,000,000 ","$1,850,000,000 ","15+","15+","Office","United States","1/11/11",NA
"1140","Value Add","Rockspring Capital","Opportunity Land Fund No. 7","Davis Adams","713-535-2240","$100,000,000 ","$20,000,000 ","$20,000,000 ","15","15","Land","United States","1/11/12",NA
"1141","Value Add","Rockspring Capital","Unnamed Vehicle","Jim Mcalister Iv","713-535-2200","$50,000,000 ","$0 ","$0 ","","","Land","United States","1/11/12",NA
"1142","Value Add","Rockwood Capital","Rockwood Capital Real Estate Partners Fund 8","Sharon Ann Miller","914-287-8850","$964,000,000 ","$964,000,000 ","$72,000,000 ","15","15","Office","United States","1/11/12",NA
"1143","Value Add","Rockwood Capital","Rockwood Capital Real Estate Partners Fund 9","Sharon Ann Miller","914-287-8850","$750,000,000 ","$0 ","$0 ","","","Office","United States","1/11/12",NA
"1144","Value Add","Rubenstein Partners","Rubenstein Properties Fund","Michael O'callaghan","215-399-4572","$475,000,000 ","$475,000,000 ","$335,000,000 ","","","Office","Eastern United States","1/11/12",NA
"1145","Value Add","Rubenstein Partners","Rubenstein Properties Fund","Michael O'callaghan","215-399-4572","$475,000,000 ","$475,000,000 ","$335,000,000 ","15","15","Office","United States","1/11/12",NA
"1146","Value Add","Sack Properties","Sack Properties Multifamily Fund","Kirby Sack","415-981-8320","$50,000,000 ","$0 ","$0 ","12-14","12","Multifamily","Northern California","1/11/12",NA
"1147","Value Add","Sentinel Real Estate","Sentinel Multifamily Value-added Fund 1","Millie Cassidy","212-408-5000","$85,000,000 ","$85,000,000 ","$17,000,000 ","15","15","Multifamily","Midwestern Western United States","1/11/12",NA
"1148","Value Add","Sentinel Real Estate","Sentinel Multifamily Value-added Fund 1","Millie Cassidy","212-408-5000","$85,000,000 ","$85,000,000 ","$35,000,000 ","","","Multifamily","United States","1/11/12",NA
"1149","Value Add","Shorenstein Properties","Shorenstein Realty Investors 9","Robert Underhill","212-843-7250","$2,062,000,000 ","$2,062,000,000 ","$1,200,000,000 ","13","13","Office","United States, Europe","1/11/12",NA
"1150","Value Add","Shorenstein Properties","Shorenstein Realty Investors Fund 10","Charlie Malet","415-772-7059","$1,100,000,000 ","$1,100,000,000 ","","13","13","Office","United States","1/11/12",NA
"1151","Value Add","Shorenstein Properties","Shorenstein Realty Investors Fund 10","Charlie Malet","415-772-7059","$1,232,700,000 ","$1,232,700,000 ","$0 ","","","Office","United States","1/11/12",NA
"1152","Value Add","Soundview Real Estate","Soundview Real Estate Partners 3","Nick Newman","203-588-7256","$200,000,000 ","$200,000,000 ","$75,000,000 ","15","15","Office","Asia","1/11/12",NA
"1153","Value Add","Soundview Real Estate","Soundview Real Estate Partners 3","Nick Newman","203-588-7256","$300,000,000 ","$300,000,000 ","$160,000,000 ","","","Office","United States","1/11/12",NA
"1154","Value Add","Stoltz Real Estate","Stoltz Real Estate Partners 4","Brad Coburn","703-625-0009","$500,000,000 ","$97,000,000 ","$0 ","15+","15+","Office","United States","1/11/12",NA
"1155","Value Add","Stoltz Real Estate","Stoltz Real Estate Partners 3","Brad Coburn","703-625-0009","$152,300,000 ","$152,300,000 ","$35,000,000 ","15+","15+","Office","United States","1/11/11",NA
"1156","Value Add","Sveafastigheter","Sveafastigheter Fund 3","Patrick Gylling","358-40-542-6397","$421,958,700 ","$421,958,700 ","$210,523,890 ","15+","15+","Office, Retail, Industrial","Sweden, Finland, Baltic States","1/11/12",NA
"1157","Value Add","Sveafastigheter","Sveafastigheter Fund 3","Patrick Gylling","358-40-542-6397","$551,080,000 ","$551,080,000 ","$52,964,211 ","15+","15+","Office","Brazil","1/11/11",NA
"1158","Value Add","TA Associates Realty","Realty Associates Fund 10","Tom Landry","617-476-2740","$1,250,000,000 ","$0 ","$0 ","12","12","Industrial","United States","1/11/12",NA
"1159","Value Add","TA Associates Realty","Realty Associates Fund 9","Tom Landry","617-476-2740","$1,687,500,000 ","$1,687,500,000 ","","13+","13+","Office","United States","1/11/12",NA
"1160","Value Add","TA Associates Realty","Ta Associates Realty Fund 9","Tom Landry","617-476-2740","$1,687,500,000 ","$1,687,500,000 ","","13+","13+","Office","United States","1/11/12",NA
"1161","Value Add","Tishman Speyer","Tishman Speyer European Real Estate Venture 6","Eric Adler","44-207-333-2400","$1,859,895,000 ","$1,859,895,000 ","$1,116,139,382 ","14","14","Office","United States","1/11/12",NA
"1162","Value Add","Tishman Speyer","Tishman Speyer Real Estate Venture 7","Peter Berg","212-715-0364","$1,500,000,000 ","$1,500,000,000 ","$776,000,000 ","13-15","13","Office","United States","1/11/12",NA
"1163","Value Add","U.S. Realty Advisors","Institutional Net Lease Fund 2010","Richard Ader","212-581-4540","$300,000,000 ","","","14-16","14","Office","Western United States","1/11/11",NA
"1164","Value Add","U.S. Realty Advisors","Institutional Net Lease Fund 2010","Richard Ader","212-581-4540","$355,000,000 ","$355,000,000 ","$53,000,000 ","14-16","14","Office","United States","1/11/12",NA
"1165","Value Add","Urban American Management","Urban American Fund 2","Philip Eisenberg","201-553-9800","$170,500,000 ","$170,500,000 ","$121,000,000 ","","","Multifamily","New York City","1/11/12",NA
"1166","Value Add","Urban American Management","Urban American Fund 2","Philip Eisenberg","201-553-9800","$170,500,000 ","$170,500,000 ","$121,000,000 ","14","14","Multifamily","United States","1/11/12",NA
"1167","Value Add","W3 Partners","W3 Partners Value-add Fund","Diane Olmstead","415-454-3202","$300,000,000 ","$100,000,000 ","$22,700,000 ","13-15","13","Distressed, Preferred Equity","California, San Francisco, Los Angeles","1/11/12",NA
"1168","Value Add","W3 Partners","W3 Partners Value-add Fund","Diane Olmstead","415-221-0800","$200,000,000 ","$100,000,000 ","","13-15","13","Distressed","Canada","1/11/11",NA
"1169","Value Add","Walton Group","Walton U.S. Land Fund 2","Rob Leinbach","602-264-1298","$50,000,000 ","$0 ","$0 ","15","15","Land","United States","1/11/12",NA
"1170","Value Add","Walton Group","Walton Edmonton Land Development Corp.","William Doherty","403-265-4255","$150,220,650 ","$0 ","$0 ","15","15","Land","Canada","1/11/12",NA
"1171","Value Add","Waterton Associates","Waterton Residential Property Fund 11","David Schwartz","312-948-4502","$500,000,000 ","$500,000,000 ","","15","15","Multifamily","United States","1/11/12",NA
"1172","Value Add","Waterton Associates","Waterton Residential Property Fund 11","David Schwartz","312-948-4502","$500,000,000 ","$500,000,000 ","$200,000,000 ","","","Multifamily","United States","1/11/12",NA
"1173","Value Add","Westbrook Partners","Westbrook Real Estate Fund 9","Sush Torgalkar","212-849-8800","$2,000,000,000 ","$180,000,000 ","$0 ","15","15","Office","United States","1/11/12",NA
"1174","Value Add","Woodbury Corp.","Woodbury Strategic Partners Fund","Lane Critchfield","801-961-1130","$150,000,000 ","$120,000,000 ","$25,000,000 ","","","Office","Western United States","1/11/12",NA
